state,year,gas_generation,gas_consumption,coal_generation,coal_consumption,oil_generation,oil_consumption,nuclear_generation,nuclear_consumption,non_renewable_gen,non_renewable_consumption,renewable_generation,renewable_consumption,expenditures (M dollars),price (dollars per MBtu),all_generation,all_consumption
MT,2019,47967,92649,608890,159165,131037,175168,0,0,787894,426982,129142,133863,5016.8,17.99,917036,560845
NC,2019,0,569405,0,318154,0,905845,437683,437683,437683,2231087,253934,275441,34227.1,19.56,691617,2506528
ND,2019,1187235,157419,361946,372018,2949809,188349,0,0,4498990,717786,211309,164419,6006.9,14.67,4710299,882205
NE,2019,411,198771,0,240414,10883,242788,72589,72589,83883,754562,371883,203880,8895.7,16.03,455766,958442
NH,2019,0,55366,0,4182,0,152435,113890,113890,113890,325873,56006,62394,5545.5,23.52,169896,388267
NJ,2019,0,790685,0,13780,0,842885,278147,278147,278147,1925497,49338,84994,30396.5,19.88,327485,2010491
NM,2019,2068295,305538,268307,151468,1917576,262605,0,0,4254178,719611,94009,105040,7969.9,18.49,4348187,824651
NV,2019,5,315564,0,37177,1527,306466,0,0,1532,659207,113257,125022,11090.5,19.72,114789,784229
NY,2019,11313,1337750,0,13648,1561,1386269,468481,468481,481355,3206148,451961,498124,58489.7,20.16,933316,3704272
OH,2019,2901090,1260474,192413,594257,157179,1070162,177624,177624,3428306,3102517,174068,160334,41907.9,16.96,3602374,3262851
OK,2019,3545508,873688,5153,93953,1243885,524240,0,0,4794546,1491881,332122,347056,16164.2,15.54,5126668,1838937
OR,2019,420,302229,0,27430,0,334509,0,0,420,664168,426159,445620,14108.6,19.87,426579,1109788
PA,2019,7296205,1679486,1250902,568781,37362,1134520,869084,869084,9453553,4251871,201736,234570,45768.8,18.32,9655289,4486441
RI,2019,0,97931,0,0,0,77313,0,0,0,175244,8794,11832,3640.1,24.3,8794,187076
SC,2019,0,347904,0,160703,0,515839,585828,585828,585828,1610274,149819,166366,19712.4,18.84,735647,1776640
SD,2019,450,97428,0,31420,6644,116179,0,0,7094,245027,264610,169269,4163.8,16.63,271704,414296
TN,2019,3221,420285,11341,216876,1202,713625,372992,372992,388756,1723778,180964,191569,25954.4,18.3,569720,1915347
TX,2019,11323138,4795216,308449,992721,10622707,6850186,431234,431234,22685528,13069357,963037,1071087,137852.3,14.08,23648565,14140444
UT,2019,299544,276460,326024,266989,210444,305584,0,0,836012,849033,48197,60089,10037.6,17.46,884209,909122
VA,2019,111869,717725,320290,85120,34,872814,308013,308013,740206,1983672,142634,169910,31211.7,18.5,882840,2153582
VT,2019,0,14381,0,0,0,77367,0,0,0,91748,40984,43772,2735.5,22.16,40984,135520
WA,2019,0,378216,0,80837,0,794537,92584,92584,92584,1346174,784509,797587,25807.5,19.09,877093,2143761
WI,2019,0,592529,0,280108,0,547523,104736,104736,104736,1524896,232422,202897,21968.6,16.89,337158,1727793
WV,2019,2598072,239854,2422224,621722,98325,208371,0,0,5118621,1069947,41952,49681,8025.3,17.83,5160573,1119628
WY,2019,1684374,172235,4828513,410221,582375,155232,0,0,7095262,737688,63605,57094,4694.7,14.93,7158867,794782
US,2019,41658796,32236174,14290746,11314925,25612476,36867235,8451852,8451852,90013870,88870186,11627316,11468314,1223984.5,17.96,101641186,100338500
AK,2020,376458,373567,15523,18527,932482,222323,0,0,1324463,614417,24662,25527,4711.9,17.2,1349125,639944
AL,2020,124850,714871,313282,256687,24437,525878,454930,454930,917499,1952366,288430,308209,18583.2,14.85,1205929,2260575
AR,2020,489958,335441,0,161980,23578,315440,157349,157349,670885,970210,111501,118123,10368.4,14.79,782386,1088333
AZ,2020,68,513539,0,156821,28,544270,329597,329597,329693,1544227,151940,177618,20346.4,21.24,481633,1721845
CA,2020,192147,2151068,0,28034,809380,2688622,169838,169838,1171365,5037562,1027627,1244897,114531.6,23.65,2198992,6282459
CO,2020,2424701,552271,210494,217082,976775,437992,0,0,3611970,1207345,186014,194190,15470.4,16.47,3797984,1401535
CT,2020,0,297582,0,67,0,262428,164157,164157,164157,724234,37378,46777,11537.1,23.11,201535,771011
DC,2020,0,27984,0,0,0,15492,0,0,0,43476,2146,3024,1763.1,22.55,2146,46500
DE,2020,0,94009,0,1956,0,104587,0,0,0,200552,3570,7722,3153.6,18.42,3570,208274
FL,2020,1039,1619429,0,180387,8468,1484594,307315,307315,316822,3591725,258072,316100,51460.8,19.25,574894,3907825
GA,2020,0,779340,0,153179,0,875240,342897,342897,342897,2150656,313139,328340,31038.7,16.53,656036,2478996
HI,2020,0,199,0,13281,0,187858,0,0,0,201338,27938,31467,4695.2,30.08,27938,232805
IA,2020,0,396343,0,183017,0,404169,30344,30344,30344,1013873,899796,556341,12831.4,12.66,930140,1570214
ID,2020,112,129363,0,2663,6,175803,0,0,118,307829,151522,157879,5949.5,15.46,151640,465708
IL,2020,1951,1158640,689464,391150,40691,1056447,1047170,1047170,1779276,3653407,381142,297310,34108.8,14.44,2160418,3950717
IN,2020,4419,873505,450768,669310,7979,652153,0,0,463166,2194968,246927,182401,24272.9,14.16,710093,2377369
KS,2020,189060,301392,0,193779,160833,334609,110545,110545,460438,940325,299402,260617,10261.2,15.46,759840,1200942
KY,2020,81742,343788,571089,482266,12890,540200,0,0,665721,1366254,90287,100789,15413.1,15.48,756008,1467043
LA,2020,3311944,1924573,9438,48718,208843,1773653,177055,177055,3707280,3923999,167652,144854,24257.1,8.45,3874932,4068853
MA,2020,0,400675,0,0,0,449040,0,0,0,849715,73906,94678,20897.7,22.42,73906,944393
MD,2020,10,296585,27404,49692,0,397572,157531,157531,184945,901380,47200,66952,15950.4,19.98,232145,968332
ME,2020,0,47028,0,1657,0,157444,0,0,0,206129,132891,138648,4886,17.24,132891,344777
MI,2020,69860,1003430,0,334428,23515,756310,316854,316854,410229,2411022,224930,235184,29078.9,15.98,635159,2646206
MN,2020,0,496026,0,162702,0,545473,153319,153319,153319,1357520,351874,286430,17641.3,15.25,505193,1643950
MO,2020,1,303949,3432,551341,353,576090,80874,80874,84660,1512254,139952,117585,18885.1,16.89,224612,1629839
MS,2020,28956,610312,26576,54188,80619,369614,67595,67595,203746,1101709,64331,68741,10583,15.25,268077,1170450
MT,2020,42375,87478,469076,98886,108613,174592,0,0,620064,360956,137846,142312,4408.2,16.18,757910,503268
NC,2020,0,557570,0,223906,0,807695,442166,442166,442166,2031337,281029,293174,28743.1,17.77,723195,2324511
ND,2020,1212561,150166,364262,363255,2467413,163767,0,0,4044236,677188,228319,176757,4834.7,12.51,4272555,853945
NE,2020,375,192725,0,213747,9527,228175,64646,64646,74548,699293,342226,202857,7637,14.25,416774,902150
NH,2020,0,53630,0,1518,0,136963,103052,103052,103052,295163,45685,51219,4622.2,21.48,148737,346382
NJ,2020,0,678931,0,12144,0,686425,279308,279308,279308,1656808,51848,80762,24820.9,18.69,331156,1737570
NM,2020,2279119,292036,191349,138968,2136510,237384,0,0,4606978,668388,96377,106513,6778.6,16.92,4703355,774901
NV,2020,12,310715,0,27778,1115,245204,0,0,1127,583697,115194,125514,8774.8,17.93,116321,709211
NY,2020,10012,1305282,0,5681,837,1066114,401441,401441,412290,2778518,425899,468231,47971.5,19.41,838189,3246749
OH,2020,2612144,1233412,88255,556769,135810,982394,190316,190316,3026525,2962891,161047,151400,34985.2,15.29,3187572,3114291
OK,2020,3245209,847555,16,70714,985778,474552,0,0,4231003,1392821,323543,337045,13116.7,13.46,4554546,1729866
OR,2020,337,282518,0,17811,0,300473,0,0,337,600802,453244,473155,12070.6,18.06,453581,1073957
PA,2020,7564271,1783003,908798,374254,31483,949953,799342,799342,9303894,3906552,189068,217902,37536.6,17.08,9492962,4124454
RI,2020,0,100985,0,0,0,68314,0,0,0,169299,11414,13926,3140.3,23.05,11414,183225
SC,2020,0,343349,0,137280,0,465872,571930,571930,571930,1518431,160663,173989,16668.2,17.14,732593,1692420
SD,2020,439,91244,0,21692,5958,119687,0,0,6397,232623,261926,171078,3715.9,14.91,268323,403701
TN,2020,2866,398610,2377,176104,865,657467,383245,383245,389353,1615426,201950,211994,21402.6,16.15,591303,1827420
TX,2020,11464477,4718367,262510,872845,10090428,6187966,432869,432869,22250284,12212047,1058610,1149538,108367.3,11.94,23308894,13361585
UT,2020,265990,266595,296168,244280,176427,285122,0,0,738585,795997,50801,61965,8707.7,15.89,789386,857962
VA,2020,107908,748377,251899,75434,28,739500,314843,314843,674678,1878154,147175,170439,25579.5,16.69,821853,2048593
VT,2020,0,13589,0,0,0,70379,0,0,0,83968,37454,39823,2325.4,20.51,37454,123791
WA,2020,0,354969,0,59443,0,621358,98475,98475,98475,1134245,876201,884394,19941.1,17.58,974676,2018639
WI,2020,0,571817,0,249316,0,493092,102071,102071,102071,1416296,200885,183061,18492.5,15.48,302956,1599357
WV,2020,3123406,265123,1748361,539707,108465,179259,0,0,4980232,984089,41409,48020,6734.4,16.48,5021641,1032109
WY,2020,1490323,169076,3822600,388253,506818,138481,0,0,5819741,695810,74598,68407,3871.5,13.58,5894339,764217
US,2020,41632937,31562036,10723138,9182696,23573693,32333489,8251075,8251075,84180843,81329296,11682720,11518077,1007785.4,16.25,95863563,92847373
AK,2021,391866,384560,15838,18694,908255,256041,0,0,1315959,659295,24042,24907,6395.4,20.42,1340001,684202
AL,2021,115131,739546,238021,309791,24404,580020,480897,480897,858453,2110254,281006,303213,24223.6,17.84,1139459,2413467
AR,2021,457456,360504,0,216123,23961,329239,141603,141603,623020,1047469,112447,114123,13615.5,18.43,735467,1161592
AZ,2021,237,484962,0,160299,34,606053,330406,330406,330677,1581720,168977,197117,25548.6,25.06,499654,1778837
CA,2021,160821,2172757,0,28244,765942,2969515,172123,172123,1098886,5342639,1053602,1334148,150204.2,28.43,2152488,6676787
CO,2021,2300856,526513,247898,252442,872977,489206,0,0,3421731,1268161,208074,216066,20474.2,20.61,3629805,1484227
CT,2021,0,306843,0,2880,0,287268,179844,179844,179844,776835,41796,51792,13730.1,25.85,221640,828627
DC,2021,0,28336,0,0,0,17525,0,0,0,45861,2425,3358,2085.6,25.68,2425,49219
DE,2021,0,87778,0,4542,0,113210,0,0,0,205530,3679,8136,3888,21.48,3679,213666
FL,2021,1177,1591156,0,200193,8478,1750506,293097,293097,302752,3834952,287667,353523,66763.4,22.52,590419,4188475
GA,2021,0,773889,0,203870,0,922614,354662,354662,354662,2255035,316389,332568,38649.9,19.77,671051,2587603
HI,2021,0,133,0,12566,0,222977,0,0,0,235676,31415,35105,6346.8,32.69,31415,270781
IA,2021,0,383424,0,264419,0,411463,0,0,0,1059306,958793,599196,16773.2,16.41,958793,1658502
ID,2021,1387,135178,0,3051,142,188712,0,0,1529,326941,139389,145902,7725.1,19.29,140918,472843
IL,2021,2245,1082481,800378,521615,40154,1140285,1013204,1013204,1855981,3757585,418469,335451,45112.9,18.38,2274450,4093036
IN,2021,4291,870075,440100,753557,8666,714790,0,0,453057,2338422,289093,212543,31140.4,17.11,742150,2550965
KS,2021,178222,292156,0,219031,158779,338260,89572,89572,426573,939019,316241,276717,12668.1,19.05,742814,1215736
KY,2021,86378,365718,623427,548443,14020,585943,0,0,723825,1500104,90551,102456,20477.7,19.24,814376,1602560
LA,2021,3539624,1861540,4237,95856,197551,1840317,180180,180180,3921592,3977893,183666,144874,36273.4,12.46,4105258,4122767
MA,2021,0,404324,0,0,0,502317,0,0,0,906641,80220,103215,25412,25.72,80220,1009856
MD,2021,5,302243,30088,69186,0,433109,156623,156623,186716,961161,51493,73820,19827.3,23.58,238209,1034981
ME,2021,0,57233,0,1588,0,164149,0,0,0,222970,126936,133128,6031.7,21.03,126936,356098
MI,2021,77669,950120,0,436203,24689,816074,358698,358698,461056,2561095,236004,247406,36781.8,19.37,697060,2808501
MN,2021,0,523812,0,179055,0,567228,147526,147526,147526,1417621,372690,297813,22679.7,18.75,520216,1715434
MO,2021,0,293874,939,616413,341,609448,44839,44839,46119,1564574,164512,144808,23826.5,20.46,210631,1709382
MS,2021,28373,576923,33251,64446,76439,385435,122971,122971,261034,1149775,63750,68941,13633.2,18.94,324784,1218716
MT,2021,42842,86998,511753,122765,108076,176856,0,0,662671,386619,130110,134741,5626.3,20.51,792781,521360
NC,2021,0,637553,0,222501,0,884691,450408,450408,450408,2195153,275963,288212,36319.7,20.98,726371,2483365
ND,2021,1386928,190784,362308,361811,2305178,169566,0,0,4054414,722161,255260,185516,6175.1,15.68,4309674,907677
NE,2021,348,191008,0,216298,9707,237542,71875,71875,81930,716723,375590,217397,9665.8,17.53,457520,934120
NH,2021,0,60116,0,3259,0,141670,102957,102957,102957,308002,44756,50415,5660.4,25.65,147713,358417
NJ,2021,0,697019,0,12586,0,750887,293972,293972,293972,1754464,53898,85852,30993.9,21.8,347870,1840316
NM,2021,2603003,284989,172666,133228,2601468,262264,0,0,5377137,680481,127798,138630,9172.2,21.38,5504935,819111
NV,2021,4,305212,0,35910,1240,284865,0,0,1244,625987,128422,139948,11275.6,21.11,129666,765935
NY,2021,10019,1361190,0,5370,836,1209837,325671,325671,336526,2902068,424564,473907,59524.8,22.52,761090,3375975
OH,2021,2508664,1293129,68008,575920,106335,1029340,182628,182628,2865635,3081017,176348,165301,44522,18.49,3041983,3246318
OK,2021,3020469,745038,11,131695,813966,519226,0,0,3834446,1395959,352449,367146,17859.2,17.51,4186895,1763105
OR,2021,216,305665,0,1303,0,322320,0,0,216,629288,428108,449244,15233.9,21.4,428324,1078532
PA,2021,8057540,1867361,1070658,485193,35580,1035606,792878,792878,9956656,4181038,194203,223410,46423.2,19.49,10150859,4404448
RI,2021,0,105473,0,0,0,76590,0,0,0,182063,11872,14546,3736.6,25.66,11872,196609
SC,2021,0,350088,0,162628,0,509517,561696,561696,561696,1583929,154382,170674,21008.8,20.22,716078,1754603
SD,2021,174,96787,0,21589,5849,119919,0,0,6023,238295,308012,205338,4775.9,18.85,314035,443633
TN,2021,3738,413619,0,225784,893,715602,369061,369061,373692,1724066,187194,198765,27981.4,19.57,560886,1922831
TX,2021,12097844,4736878,229766,968401,9898665,6802215,420047,420047,22646322,12927541,1197430,1293066,161664.5,16.53,23843752,14220607
UT,2021,264055,274376,275199,276159,201927,302537,0,0,741181,853072,57198,67954,11113.6,19.68,798379,921026
VA,2021,101049,699927,283564,68603,28,789358,298458,298458,683099,1856346,162863,189262,32132.2,19.73,845962,2045608
VT,2021,0,13801,0,0,0,72373,0,0,0,86174,37726,40260,2813.5,24.24,37726,126434
WA,2021,0,382807,0,36943,0,712349,88909,88909,88909,1221008,842047,850547,25940.3,20.92,930956,2071555
WI,2021,0,559535,0,286760,0,533212,104149,104149,104149,1483656,200714,178716,23910.9,19.44,304863,1662372
WV,2021,3306066,279133,2045481,633582,103791,205121,0,0,5455338,1117836,41337,48756,8754.1,19.6,5496675,1166592
WY,2021,1255606,161354,4189040,376971,486091,146812,0,0,5930737,685137,101217,91943,5015.9,17.32,6031954,777080
US,2021,42914551,31655918,11642632,10547764,23372153,35251979,8128952,8128952,86058288,85584613,12303043,12139977,1317098.4,19.99,98361331,97724590
